,title,author_name,title_link,date
116,Znaczenie metod statystycznych dla potrzeb delimitacji miejskich obszarów funkcjonalnych – spojrzenie ekonomisty,"Bogna Gawronska-Nowak, Piotr Lis, Olha Zadorozhna",https://pureportal.coventry.ac.uk/en/publications/the-economists-perspective-on-the-use-of-statistical-methods-for-,2021
117,Academic letter on French Indochina War: Metaphors for strategic insight,Simon Huston,https://pureportal.coventry.ac.uk/en/publications/academic-letter-on-french-indochina-war-metaphors-for-strategic-i,28 Dec 2020
118,Accounting and smart cities: New evidence for governmentality and politics,"Loai Alsaid, Jean Claude  Mutiganda",https://pureportal.coventry.ac.uk/en/publications/accounting-and-smart-cities-new-evidence-for-governmentality-and-,9 Apr 2020
119,An economic analysis of ransomware and its welfare consequences,"J. Hernandez-Castro, A. Cartwright, E. Cartwright",https://pureportal.coventry.ac.uk/en/publications/an-economic-analysis-of-ransomware-and-its-welfare-consequences,4 Mar 2020
120,Automatic robust estimation for exponential smoothing: Perspectives from statistics and machine learning,"Devon Barrow, Nikolaos Kourentzes, Rickard Sandberg, Jacek Niklewski",https://pureportal.coventry.ac.uk/en/publications/automatic-robust-estimation-for-exponential-smoothing-perspective,1 Dec 2020
121,Bathing facilities and health phronesis: tackling English obesity,Simon Huston,https://pureportal.coventry.ac.uk/en/publications/bathing-facilities-and-health-phronesis-tackling-english-obesity,4 Jun 2020
122,Bathing Facilities and Health Phronesis: A Preliminary English Investigation,Simon Huston,https://pureportal.coventry.ac.uk/en/publications/bathing-facilities-and-health-phronesis-a-preliminary-english-inv-2,10 Jun 2020
123,"Big Data Analyses and New Technology Applications in Sport Management, an Overview","Leonardo Jose Mataruna-Dos-Santos, Alessio Faccia, Hussein Muñoz Helú, Mohammed Sayeed Khan",https://pureportal.coventry.ac.uk/en/publications/big-data-analyses-and-new-technology-applications-in-sport-manage,15 May 2020
124,Big Data-driven Budgeting and Business Planning,Alessio Faccia,https://pureportal.coventry.ac.uk/en/publications/big-data-driven-budgeting-and-business-planning,30 Sep 2020
125,Calculating the relative importance of condition attributes based on the characteristics of decision rules and attribute reducts: application to crowdfunding,"Salem Chakhar , Alessio Ishizaka, Andy Thorpe, Joe Cox, Thang Nguyen, Liz Ford",https://pureportal.coventry.ac.uk/en/publications/calculating-the-relative-importance-of-condition-attributes-based,16 Oct 2020
126,Case Studies of Shari`ah Governance Practices in Bangladesh,"M. Kabir Hassan, Hafij Ullah, Ruma Khanam",https://pureportal.coventry.ac.uk/en/publications/case-studies-of-shariah-governance-practices-in-bangladesh,31 May 2020
127,Case Studies of Shari’ah Governance in Practice: United Kingdom and Europe,Samir Alamad,https://pureportal.coventry.ac.uk/en/publications/case-studies-of-shariah-governance-in-practice-united-kingdom-and,Apr 2020
128,"Cashflow News, Discount Rate News and Oil Prices","Chanaka Ganepola, Ian Garrett, Sungjun Cho",https://pureportal.coventry.ac.uk/en/publications/cashflow-news-discount-rate-news-and-oil-prices,2020
129,"Coronavirus, Fraud Risk, and the Use of the Term “Scam”.","Rasha Kassem, Mike Betts",https://pureportal.coventry.ac.uk/en/publications/coronavirus-fraud-risk-and-the-use-of-the-term-scam,10 Jun 2020
130,Corporate Political Strategies in Weak Institutional Environments: A Break from Conventions,"Tahiru Liedong, Daniel Aghanya, Tazeeb Rajwani",https://pureportal.coventry.ac.uk/en/publications/corporate-political-strategies-in-weak-institutional-environments,Feb 2020
131,Determinants of Capital Flight: New Panel Evidence from Sub-Saharan Africa (SSA),"Alloysius Egbulonu, Keshab Bhattarai",https://pureportal.coventry.ac.uk/en/publications/determinants-of-capital-flight-new-panel-evidence-from-sub-sahara,30 Dec 2020
132,Did Corporate Governance Compliance Have an Impact on Auditor Selection and Quality? Evidence From FTSE 350,"Ali Gerged, Babikir Mahamat, Ibrahim Elmghaamez",https://pureportal.coventry.ac.uk/en/publications/did-corporate-governance-compliance-have-an-impact-on-auditor-sel,1 Sep 2020
133,"Digital Systems and New Challenges of Financial Management – FinTech, XBRL, Blockchain and Cryptocurrencies","Narcisa Roxana Mosteanu, Alessio Faccia",https://pureportal.coventry.ac.uk/en/publications/digital-systems-and-new-challenges-of-financial-management-fintec,Feb 2020
134,"Disaster Management, Digitalization and Financial Resources: Key factors to keep the organization ongoing","Narcisa Roxana Moşteanu, Alessio Faccia, Luigi Pio Leonardo Cavaliere",https://pureportal.coventry.ac.uk/en/publications/disaster-management-digitalization-and-financial-resources-key-fa,26 Aug 2020
135,Does market openness mitigate the impact of culture? An examination of international momentum profits and post-earnings-announcement drift (With Phil Holmes) under minor revision,Jiaqi Guo,https://pureportal.coventry.ac.uk/en/publications/does-market-openness-mitigate-the-impact-of-culture-an-examinatio,2020
136,Do lockdown and testing help in curbing COVID-19 transmission?,"Akbar Ullah, Olubunmi Ajala",https://pureportal.coventry.ac.uk/en/publications/do-lockdown-and-testing-help-in-curbing-covid-19-transmission,4 May 2020
137,"Earnings management by share-financed acquirers prior to deal announcements: The roles of financial expertise, tenure and reputation.","Thai Nguyen, Nguyet Nguyen (Editor), Hanh Thi My Le (Editor), Chau Duong (Editor)",https://pureportal.coventry.ac.uk/en/publications/earnings-management-by-share-financed-acquirers-prior-to-deal-ann,Feb 2020
138,Effects of director networks on acquiring firms' earnings management prior to M&A,"Thai Nguyen, Thang Nguyen (Editor), Nguyet Nguyen (Editor), Chau Duong (Editor)",https://pureportal.coventry.ac.uk/en/publications/effects-of-director-networks-on-acquiring-firms-earnings-manageme,28 Jan 2020
139,Eurasian Business Perspectives: Proceedings of the 28th Eurasia Business and Economics Society Conference,"Mehmet Huseyin Bilgin (Editor), Ender Demir (Editor), Hakan Danis (Editor), Uchenna Tony-Okeke (Editor)",https://pureportal.coventry.ac.uk/en/publications/eurasian-business-perspectives-proceedings-of-the-28th-eurasia-bu,28 Jun 2020
140,Eurasian Economic Perspectives: Proceedings of the 28th Eurasia Business and Economics Society Conference,"Mehmet Huseyin Bilgin (Editor), Ender Demir (Editor), Hakan Danis (Editor), Uchenna Tony-Okeke (Editor)",https://pureportal.coventry.ac.uk/en/publications/eurasian-economic-perspectives-proceedings-of-the-28th-eurasia-bu,28 Jun 2020
141,Exploring the Prospects for Islamic Home Finance in the UK: Evidence from the Industry Practitioners Perspective,"Tanveer Ahmed, Sarkar Kabir, Aqsa Aziz",https://pureportal.coventry.ac.uk/en/publications/exploring-the-prospects-for-islamic-home-finance-in-the-uk-eviden,2020
142,Fair value accounting and value relevance of equity book value and net income for European financial firms during the crisis,"Sami Adwan, Alaa Alhaj Ismail, Claudia Girardone",https://pureportal.coventry.ac.uk/en/publications/fair-value-accounting-and-value-relevance-of-equity-book-value-an,Jun 2020
143,Financial Contagion in a Core–Periphery Interbank Network,"Peng Sui, Sailesh Tanna, Dandan Zhou",https://pureportal.coventry.ac.uk/en/publications/financial-contagion-in-a-coreperiphery-interbank-network,3 Mar 2020
144,Financial Market Consequences of Early Adoption of International Standards on Auditing: International Evidence,"Ibrahim Elmghaamez, Ali Gerged, Collins Ntim",https://pureportal.coventry.ac.uk/en/publications/financial-market-consequences-of-early-adoption-of-international-,21 Jul 2020
145,Forecasting Value-at-Risk of Cryptocurrencies with RiskMetrics Type Models,"Wei Liu, Artur Semeyutin, Chi Keung Marco Lau, Giray Gozgor",https://pureportal.coventry.ac.uk/en/publications/forecasting-value-at-risk-of-cryptocurrencies-with-riskmetrics-ty,Dec 2020
146,Fraudulent Financial Reporting Risk Assessment: External Auditors' Perceptions Versus the Traditional Fraud Triangle Theory,Rasha Kassem,https://pureportal.coventry.ac.uk/en/publications/fraudulent-financial-reporting-risk-assessment-external-auditors-,23 Jun 2020
147,How Could External Auditors Incorporate Management Motivation Risk into the Fraud Risk Assessment Process?,Rasha Kassem,https://pureportal.coventry.ac.uk/en/publications/how-could-external-auditors-incorporate-management-motivation-ris,1 Jun 2020
148,How green is the green banking investment in Bangladesh? A Paradox of Green Banking Practices,"Hafij Ullah, Parvez Mia",https://pureportal.coventry.ac.uk/en/publications/how-green-is-the-green-banking-investment-in-bangladesh-a-paradox,2020
149,"Integrated reporting in higher education: Insights from Scotland, Northern Ireland and Wales","Mahalaxmi Adhikari Parajuli, Abeer Hassan, Mary Fletcher, Ahmed Elamer ",https://pureportal.coventry.ac.uk/en/publications/integrated-reporting-in-higher-education-insights-from-scotland-n,15 Apr 2020
150,Investor sentiment and investments in equity Crowdfunding,"Jiaqi Guo, Thang Nguyen",https://pureportal.coventry.ac.uk/en/publications/investor-sentiment-and-investments-in-equity-crowdfunding-with-th,2020
151,Is corporate hedging always beneficial? A theoretical and empirical analysis,"Hany Ahmed, Richard Fairchild, Yilmaz Guney",https://pureportal.coventry.ac.uk/en/publications/is-corporate-hedging-always-beneficial-a-theoretical-and-empirica,2020
152,Is Herding Spurious or Intentional? Evidence from Analyst Recommendation Revisions and Sentiment,"Jiaqi Guo, Phil Holmes, Ali Altanlar",https://pureportal.coventry.ac.uk/en/publications/is-herding-spurious-or-intentional-evidence-from-analyst-recommen,Oct 2020
153,"Market in Financial Instruments Directive (MiFID), stock price informativeness and liquidity","Daniel Aghanya, Vineet Agarwal, Sunil Poshakwale",https://pureportal.coventry.ac.uk/en/publications/market-in-financial-instruments-directive-mifid-stock-price-infor,Apr 2020
154,Market Pricing of Bank M&As and Efficiency in Europe,"Sailesh Tanna, Hodian Urio, Ibrahim Yousef",https://pureportal.coventry.ac.uk/en/publications/market-pricing-of-bank-mampas-and-efficiency-in-europe,21 Aug 2020
155,Measuring and Monitoring Sustainability in Listed European Football Clubs:  A Value-Added Reporting Perspective,"Alessio Faccia, Leonardo José Mataruna-Dos-Santos, Hussein Munoz Helù, Daniel Range",https://pureportal.coventry.ac.uk/en/publications/measuring-and-monitoring-sustainability-in-listed-european-footba,25 Nov 2020
156,Providing an enabling environment to promote the Sustainable Development Goals: Coventry University’s experience,"Jaliyyah Bello, Selina Fletcher, Mojtaba Ammari-Allahyari",https://pureportal.coventry.ac.uk/en/publications/providing-an-enabling-environment-to-promote-the-sustainable-deve,7 Sep 2020
157,Reflections on the Ontological Mythologies of Creativity,"Alexander Kofinas, Sandar Win",https://pureportal.coventry.ac.uk/en/publications/reflections-on-the-ontological-mythologies-of-creativity,Jul 2020
158,Risk Governance and Cybercrime: The Hierarchical Regression Approach,"Olayinka Erin, Adebola Kolawole, Abdurafiu Noah",https://pureportal.coventry.ac.uk/en/publications/risk-governance-and-cybercrime-the-hierarchical-regression-approa,28 May 2020
159,"Shareholders' control rights, family ownership and the firm's leverage decisions","Qazi Awais Amin, Jia Liu",https://pureportal.coventry.ac.uk/en/publications/shareholders-control-rights-family-ownership-and-the-firms-levera,Nov 2020
160,Shari’ah Compliance as a Matter for Financial Performance,"Md. Harun Ur Rashid, Hafij Ullah, Faruk Bhuiyan",https://pureportal.coventry.ac.uk/en/publications/shariah-compliance-as-a-matter-for-financial-performance,22 Jan 2020
161,Sustainability integration in supply chain management through systematic literature review,"Narcisa Roxana Mosteanu, Alessio Faccia, Al Ansari, Mohamed Dawood Shamout, Fabian Capitanio",https://pureportal.coventry.ac.uk/en/publications/sustainability-integration-in-supply-chain-management-through-sys,1 Jun 2020
162,Systemic financial risk indicators and securitised assets: an agent-based framework,"Andrea Mazzocchetti, Eliana Lauretta, Marco Raberto, Andrea Teglio, Silvano Cincotti",https://pureportal.coventry.ac.uk/en/publications/systemic-financial-risk-indicators-and-securitised-assets-an-agen,1 Jan 2020
163,Tackling Big Data and Black Swans through Fractal Approach and Quantum Technology,"Alessio Faccia, Leonardo Jose Mataruna-Dos-Santos, Hussein Muñoz Helú, Andressa Fontes Guimaraes-Mataruna",https://pureportal.coventry.ac.uk/en/publications/tackling-big-data-and-black-swans-through-fractal-approach-and-qu,15 May 2020
164,The effect of colonial legacies on Africa’s inward FDI: the Case of UK FDI in Ghana,"Collins Osei, Maktoba Omar, Suliman Joosub",https://pureportal.coventry.ac.uk/en/publications/it-is-not-what-you-think-the-effect-of-colonial-legacies-on-afric,22 May 2020
165,The effect of say on pay on CEO compensation and spill-over effect on corporate cash holdings: Evidence from Australia,"Muhammad Atif, Benjamin Liu, Allen Huang",https://pureportal.coventry.ac.uk/en/publications/the-effect-of-say-on-pay-on-ceo-compensation-and-spill-over-effec,Dec 2020
166,The Fiscal Regime for UK Shale Gas: Analysing the Impacts of Pad Allowance on Shale Gas Investments,"Elijah Acquah-Andoh, Onyekachi Ike, Augustine Ifelebuegu, Andrews Owusu",https://pureportal.coventry.ac.uk/en/publications/the-fiscal-regime-for-uk-shale-gas-analysing-the-impacts-of-pad-a,Nov 2020
167,The Impact of Profit-Sharing Investment Accounts on Shareholders' Wealth,"Ken Baldwin, Maryam AlHalboni",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-profit-sharing-investment-accounts-on-shareholders-,Nov 2020
168,"The impact of regulations on compliance costs, risk-taking, and reporting quality of the EU banks","Sunil Poshakwale, Daniel Aghanya, Vineet Agarwal",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-regulations-on-compliance-costs-risk-taking-and-rep,1 Mar 2020
169,"The long run relationship between fish production, marine trade balance and foreign direct investment: An empirical study of Omani economy","Naseem H. Jamei, Mira Nurmakhanova, Shahbaz Mustafa, Alloysius Egbulonu, Wagdi Hadidan",https://pureportal.coventry.ac.uk/en/publications/the-long-run-relationship-between-fish-production-marine-trade-ba,4 Nov 2020
170,The rise of online banks in Italy “WIDIBA Bank” Case Study,"Alessio Faccia, Narcisa Roxana Mosteanu, Luigi Pio Leonardo Cavaliere, Gabriele De Santis",https://pureportal.coventry.ac.uk/en/publications/the-rise-of-online-banks-in-italy-widiba-bank-case-study,30 Jun 2020
171,The role of AI and Humans in the organisational decision-making process within the manufacturing sector of Wales,Faisal Shahzad,https://pureportal.coventry.ac.uk/en/publications/the-role-of-ai-and-humans-in-the-organisational-decision-making-p,9 Jun 2020
172,The Role of Risk Management in Auditing E-Business,"Ahmed Eltweri, Alessio Faccia, Narcisa Roxana Mosteanu, Nedal Sawan, Luigi Pio Leonardo Cavaliere",https://pureportal.coventry.ac.uk/en/publications/the-role-of-risk-management-in-auditing-e-business,18 Dec 2020
173,What can explain momentum? Evidence from decomposition (with Peng Li and Youwei Li) under minor revision,Jiaqi Guo,https://pureportal.coventry.ac.uk/en/publications/what-can-explain-momentum-evidence-from-decomposition-with-peng-l,2020
174,What the political economy literature tells us about blockades and sanctions,"Piotr Lis, Mansoob Murshed, Sajjad Dizaji, Mahjoob Zweiri",https://pureportal.coventry.ac.uk/en/publications/what-the-political-economy-literature-tells-us-about-blockades-an,30 Sep 2020
175,Which firms do prefer Islamic debt? An analysis and evidence from global sukuk and bonds issuing firms,"Md Hamid Uddin, Sarkar Kabir, Mohammed Hossain, Nor Wahab, Jia Liu",https://pureportal.coventry.ac.uk/en/publications/which-firms-do-prefer-islamic-debt-an-analysis-and-evidence-from-,Sep 2020
176,‘Sustainability Education’ Practices at the Universities from a Developing Country Context,"Faruk Bhuiyan, Hafij Ullah",https://pureportal.coventry.ac.uk/en/publications/sustainability-education-practices-at-the-universities-from-a-dev,2020
177,Accounting and blockchain technology: from double-entry to triple-entry,Alessio Faccia,https://pureportal.coventry.ac.uk/en/publications/accounting-and-blockchain-technology-from-double-entry-to-triple-,1 May 2019
178,Accounting information systems and ERP in the UAE. An assessment of the current and future challenges to handle big data,"Alessio Faccia, Narcisa Roxana Mosteanu, Mariam Fahed, Fabian Capitanio",https://pureportal.coventry.ac.uk/en/publications/accounting-information-systems-and-erp-in-the-uae-an-assessment-o,28 Aug 2019
179,Accounting information systems and system of systems: Assessing security with attack surface methodology,"Pythagoras Petratos, Alessio Faccia",https://pureportal.coventry.ac.uk/en/publications/accounting-information-systems-and-system-of-systems-assessing-se,28 Aug 2019
180,An Empirical Review of the Long-Term Impact of R&D Expenditure and Capital Accumulation on GDP per Capita,Ejike Udeogu,https://pureportal.coventry.ac.uk/en/publications/an-empirical-review-of-the-long-term-impact-of-rampd-expenditure-,2019
181,Arbitrage Equilibria in Large Games with Many Commodities,Waseem Toraubally,https://pureportal.coventry.ac.uk/en/publications/arbitrage-equilibria-in-large-games-with-many-commodities,Jun 2019
182,"A Structural Model of ""Alpha"" for the Capital Adequacy Ratios of Islamic Banks","Kenneth Baldwin, Maryam AlHalboni, Husam Helmi",https://pureportal.coventry.ac.uk/en/publications/a-structural-model-of-alpha-for-the-capital-adequacy-ratios-of-is,May 2019
183,Board Composition and Insurance Firm Performance: Evidence from Emerging Markets,"Sarkar Kabir, Rashedul Hasan, Md Hamid Uddin",https://pureportal.coventry.ac.uk/en/publications/board-composition-and-insurance-firm-performance-evidence-from-em,2019
184,Board of Directors and Company Performance in Ghana,Andrews Owusu,https://pureportal.coventry.ac.uk/en/publications/board-of-directors-and-company-performance-in-ghana,2019
185,Bottom-up sentiment and return predictability of the market portfolio,"Jiaqi Guo, Youwei Li, Min Zheng",https://pureportal.coventry.ac.uk/en/publications/bottom-up-sentiment-and-return-predictability-of-the-market-portf,Jun 2019
186,Coalbed Methane Development in Indonesia: Design and Economic Analysis of Upstream Petroleum Fiscal Policy,"Elijah Acquah-Andoh, Herdi PUTRA, Augustine Ifelebuegu, Andrews Owusu",https://pureportal.coventry.ac.uk/en/publications/coalbed-methane-development-in-indonesia-design-and-economic-anal,Aug 2019
187,Commonality in liquidity across options and stock futures markets,"Bouchra Benzennou, Owain ap Gwilym, Gwion Williams",https://pureportal.coventry.ac.uk/en/publications/commonality-in-liquidity-across-options-and-stock-futures-markets,28 Jan 2019
188,Common Risk Factors in Returns on Sukuk Investment,"Sarkar Kabir, Md Hamid Uddin, M. Kabir Hassan, Mohammed Sawkat Hossain, Jia Liu",https://pureportal.coventry.ac.uk/en/publications/common-risk-factors-in-returns-on-sukuk-investment,2019
189,Competing institutional logics and institutional embeddedness of actors in Islamic financial reporting standardisation: A comparative study,"Ahmad Abras, Kelum Jayasinghe",https://pureportal.coventry.ac.uk/en/publications/competing-institutional-logics-and-institutional-embeddedness-of-,2019
190,Compliance with Mercury Reporting Provisions under the Minamata Convention: An Assessment from a Developing Country Perspective,"Hafij Ullah, James Hazelton",https://pureportal.coventry.ac.uk/en/publications/compliance-with-mercury-reporting-provisions-under-the-minamata-c,2019
191,Corporate environmental accountability in Nigeria: The role of local communities,"Abdurafiu Noah, Pawan Adhikari, Pik  Liew",https://pureportal.coventry.ac.uk/en/publications/corporate-environmental-accountability-in-nigeria-the-role-of-loc,25 Nov 2019
192,Corporate environmental accountability in Nigeria: the role of Local Community,"Abdurafiu Noah, Pik Liew, Pawan Adhikari",https://pureportal.coventry.ac.uk/en/publications/corporate-environmental-accountability-in-nigeria-the-role-of-loc-2,11 Sep 2019
193,Corporate governance and business growth: Evidence from China,"Jia Liu, Dimitrios Stafylas, Junjie Wu, Christopher Muganhu",https://pureportal.coventry.ac.uk/en/publications/corporate-governance-and-business-growth-evidence-from-china,2019
194,Corporate Governance Dynamics and Quality of Bank and Insurance Boards An empirical study based on global data,"Sarkar Kabir, Md Hamid Uddin, Rashedul Hasan",https://pureportal.coventry.ac.uk/en/publications/corporate-governance-dynamics-and-quality-of-bank-and-insurance-b,2019
195,Corporate Governance in Ghana: An Analysis of Board Accountability in Ghanaian Listed Banks,"Larry Amartei Amartey, Mei Yu, Osita Chukwu-Iobelu",https://pureportal.coventry.ac.uk/en/publications/corporate-governance-in-ghana-an-analysis-of-board-accountability,13 May 2019
196,Corporate Social Responsibility: Consumer Perception For the UK Apparel Companies,"Juh Yan Tan, Mei Yu",https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-consumer-perception-for-the-uk-ap,2019
197,CSR-consumption paradox: Examination of UK apparel companies,"Mei Yu, Dongmei Cao, Juh Yan Tan",https://pureportal.coventry.ac.uk/en/publications/csr-consumption-paradox-examination-of-uk-apparel-companies,11 Mar 2019
198,Cyberattacks on critical infrastructure: an economic perspective,"Piotr Lis, Jacob Mendel",https://pureportal.coventry.ac.uk/en/publications/cyberattacks-on-critical-infrastructure-an-economic-perspective,Jun 2019
199,Data and Information Flows: Assessing Threads and Opportunities to Ensure Privacy and Investment Returns,Alessio Faccia,https://pureportal.coventry.ac.uk/en/publications/data-and-information-flows-assessing-threads-and-opportunities-to,28 Aug 2019
200,Discharging environmental accountability in emerging economies: Illustrations from Nigerian cement industry,"Abdurafiu Noah, Pik Liew, Pawan Adhikari",https://pureportal.coventry.ac.uk/en/publications/discharging-environmental-accountability-in-emerging-economies-il,12 May 2019
201,Do Compensation Consultants Drive Up CEO Pay? Evidence from UK Public Firms,"Martin J. Conyon, Lars, Helge Hass, Simon, I Peck, Graham Sadler, Zhifang Zhang",https://pureportal.coventry.ac.uk/en/publications/do-compensation-consultants-drive-up-ceo-pay-evidence-from-uk-pub,2019
202,"Do culture, sentiment, and cognitive dissonance explain the ‘above suspicion’ anomalies?","Ali Altanlar, Jiaqi Guo, Phil Holmes",https://pureportal.coventry.ac.uk/en/publications/do-culture-sentiment-and-cognitive-dissonance-explain-the-above-s,Nov 2019
203,Do disclosure and transparency affect bank’s financial performance?,Isaiah Oino,https://pureportal.coventry.ac.uk/en/publications/do-disclosure-and-transparency-affect-banks-financial-performance,2 Dec 2019
204,Does Accounting Treatment of Share-Based Payments Impact Performance Measures for Banks?,"Alaa Alhaj Ismail, Sami Adwan, John Stittle",https://pureportal.coventry.ac.uk/en/publications/does-accounting-treatment-of-share-based-payments-impact-performa,Dec 2019
205,Does corporate R&D investment affect firm environmental performance? Evidence from G-6 countries,"Md Samsul Alam, Muhammad Atif, Chu Chien-Chi, Uğur Soytaş",https://pureportal.coventry.ac.uk/en/publications/does-corporate-rampd-investment-affect-firm-environmental-perform,1 Feb 2019
206,Entrepreneurial Intent on Induction to Undergraduate Business Courses: A Comparison of Two Higher Education Institutions in the UK,"Pete McLuskie, Charlotte Carey, Kelly Smith, Tom Williamson, Susan Sisay",https://pureportal.coventry.ac.uk/en/publications/entrepreneurial-intent-on-induction-to-undergraduate-business-cou,14 Nov 2019
207,Essential Personal Finance:  A Practical Guide for Employees,"Jonquil Lowe, Jason Butler, Lien Luu",https://pureportal.coventry.ac.uk/en/publications/essential-personal-finance-a-practical-guide-for-employees,11 Jan 2019
208,Family-controlled      financial institutions: An institutional perspective on service quality management,"Abdurafiu Noah, Hassan Yasdifar, Babafemi Ogundele",https://pureportal.coventry.ac.uk/en/publications/family-controlled-financial-institutions-an-institutional-perspec,11 Jul 2019
209,Financial Accounting: Text and cases,"Alessio Faccia, Francesco Manni",https://pureportal.coventry.ac.uk/en/publications/financial-accounting-text-and-cases,1 Jan 2019
210,Forecasting Government Bond Spreads with Heuristic Models: Evidence from the Eurozone Periphery,"Filipa Da Silva Fernandes, Charalampos Stasinakis, Zivile Zekaite",https://pureportal.coventry.ac.uk/en/publications/forecasting-government-bond-spreads-with-heuristic-models-evidenc,Nov 2019
211,Human Capital and Exports: A Micro-level Analysis of Transition Countries,"Arta Mulliqi, Nick Adnett, Mehtap Hisarciklilar",https://pureportal.coventry.ac.uk/en/publications/human-capital-and-exports-a-micro-level-analysis-of-transition-co,3 Oct 2019
212,"ICT, Financial Sector Development and Financial Access","Simplice Asongu, Jacinta Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/ict-financial-sector-development-and-financial-access,Jun 2019
213,Impulse balance and framing effects in threshold public good games,"Edward Cartwright, Anna Stepanova, Lian Xue",https://pureportal.coventry.ac.uk/en/publications/impulse-balance-and-framing-effects-in-threshold-public-good-game,1 Oct 2019
214,"Integrated cloud financial accounting cycle. How artificial intelligence, blockchain, and XBRL will change the accounting, fiscal and auditing practices","Alessio Faccia, Mohamed Yousif Khamis Al Naqbi, Saeed Ahmad Lootah",https://pureportal.coventry.ac.uk/en/publications/integrated-cloud-financial-accounting-cycle-how-artificial-intell,28 Aug 2019
215,Investing in Prevention or Paying for Recovery - Attitudes to Cyber Risk,"Anna Cartwright, Edward Cartwright, Lian Xue",https://pureportal.coventry.ac.uk/en/publications/investing-in-prevention-or-paying-for-recovery-attitudes-to-cyber,23 Oct 2019
216,Is the Language of Fraud Failing its Victims?,"Rasha Kassem, Mike Betts",https://pureportal.coventry.ac.uk/en/publications/is-the-language-of-fraud-failing-its-victims,1 May 2019
217,Learning dispositif and emotional attachment: a preliminary international investigation,"Simon Huston, Elena Huston, Marek Kozlowski",https://pureportal.coventry.ac.uk/en/publications/learning-dispositif-and-emotional-attachment-a-preliminary-intern,23 Nov 2019
218,"Loan Quality, Cost Efficiency, and Corporate Earnings in Islamic Banking","Sarkar Kabir, Md Hamid Uddin, Sabur Mollah",https://pureportal.coventry.ac.uk/en/publications/loan-quality-cost-efficiency-and-corporate-earnings-in-islamic-ba,2019
219,"Majoritarian Preference, Utilitarian Welfare and Public Information in Cournot Oligopoly","Jaideep Roy, Randy Silvers, Ching-Jen Sun",https://pureportal.coventry.ac.uk/en/publications/majoritarian-preference-utilitarian-welfare-and-public-informatio,Jul 2019
220,Measuring the Energy Input Substitution and Output Effects of Energy Price Changes and the Implications for the Environment,Akin Sharimakin,https://pureportal.coventry.ac.uk/en/publications/measuring-the-energy-input-substitution-and-output-effects-of-ene,1 Oct 2019
221,Mergers and Acquisitions: Implications for Acquirers’ Market Risk,"Sailesh Tanna, Ibrahim Yousef",https://pureportal.coventry.ac.uk/en/publications/mergers-and-acquisitions-implications-for-acquirers-market-risk,8 Apr 2019
222,Multi Academy Trusts in England: A scenario of cooperation with universities,"H.K. Massoud, R.M. Ayoubi, M. Loutfi",https://pureportal.coventry.ac.uk/en/publications/multi-academy-trusts-in-england-a-scenario-of-cooperation-with-un,7 May 2019
223,New Approaches in Assessing CSR & Sustainability Disclosure: Insights into the Updateability of Web-based Data,Tariq Al Montaser,https://pureportal.coventry.ac.uk/en/publications/new-approaches-in-assessing-csr-amp-sustainability-disclosure-ins,9 Apr 2019
224,Political ideology and NGO accountability: the case of the Syrian conflict,"Mohammed Al Mahameed, Ahmad Abras",https://pureportal.coventry.ac.uk/en/publications/political-ideology-and-ngo-accountability-the-case-of-the-syrian-,2019
225,Psychopathic Traits of Corporate Leadership as Predictors of Future Stock Returns,"Ayman Omar, Tomasz Piotr Wisniewski, Sina Yekini",https://pureportal.coventry.ac.uk/en/publications/psychopathic-traits-of-corporate-leadership-as-predictors-of-futu,Nov 2019
226,Ransomware and reputation,"Anna Cartwright, Edward Cartwright",https://pureportal.coventry.ac.uk/en/publications/ransomware-and-reputation,10 Jun 2019
227,Real exchange rate and asymmetric shocks in the West African Monetary Zone (WAMZ),"Raymond Adu, Ioannis Litsios, Mark Baimbridge",https://pureportal.coventry.ac.uk/en/publications/real-exchange-rate-and-asymmetric-shocks-in-the-west-african-mone,Mar 2019
228,Report of the Key Development Needs (KDNs) Assessment Exercise by the State of Osun's Citizens for Improved Governance and Better Service Delivery,"Ejike Udeogu, Uzochukwu Amakom",https://pureportal.coventry.ac.uk/en/publications/report-of-the-key-development-needs-kdns-assessment-exercise-by-t,2019
229,Risk aversion and beta anomaly (with Peng Li),Jiaqi Guo,https://pureportal.coventry.ac.uk/en/publications/risk-aversion-and-beta-anomaly-with-peng-li,2019
230,"Share-Option Based Compensation Expense, Shareholder Returns and Financial Crisis","Alaa Alhaj Ismail, Sami Adwan, John Stittle",https://pureportal.coventry.ac.uk/en/publications/share-option-based-compensation-expense-shareholder-returns-and-f,Apr 2019
231,Shari’ah Governance of Islami Bank Bangladesh Limited: Implications of Ownership Change,"Hafij Ullah, Ruma Khanam",https://pureportal.coventry.ac.uk/en/publications/shariah-governance-of-islami-bank-bangladesh-limited-implications,29 May 2019
232,Stress Testing and Reverse Stress Testing: An Approach for a Resilient Islamic Financial Industry,Samir Alamad,https://pureportal.coventry.ac.uk/en/publications/stress-testing-and-reverse-stress-testing-an-approach-for-a-resil,2019
